race,age,engnat,gender,hand,source,country,E,N,A,C,O,maximum,personality_type
5,16,2,2,1,1,AE,3.0,2.6,3.1,3.2,3.2,3.2,C
11,19,1,1,1,1,PH,3.0,3.8,3.1,3.0,2.9,3.8,N
3,22,2,1,1,2,CH,3.1,3.4,2.6,3.7,3.3,3.7,C
3,35,1,1,1,1,ZA,3.5,2.6,2.9,2.9,3.3,3.5,E
3,21,2,1,2,1,FR,3.4,2.4,3.2,3.0,3.5,3.5,O
3,24,1,1,1,1,US,3.6,2.4,3.3,3.1,3.2,3.6,E
3,24,1,2,1,2,US,2.6,3.6,3.6,3.5,3.3,3.6,N
3,18,2,1,1,1,BG,2.9,2.9,2.6,3.0,3.2,3.2,O
11,19,2,2,1,1,PH,3.2,3.8,3.2,2.9,3.3,3.8,N
3,37,1,2,1,2,CA,2.8,3.8,3.3,3.3,3.4,3.8,N
13,17,2,2,1,1,ID,3.3,2.7,3.5,3.2,2.9,3.5,A
3,36,1,2,2,2,US,2.9,2.4,3.4,3.0,3.4,3.4,A
13,24,2,1,1,1,IN,3.1,3.3,3.1,3.3,3.3,3.3,N
5,18,1,2,1,5,US,3.1,3.2,3.3,3.7,3.0,3.7,C
11,20,1,2,1,1,SG,3.1,3.8,3.1,2.9,3.0,3.8,N
3,25,2,2,1,1,FR,3.2,3.5,2.7,2.6,3.1,3.5,N
3,19,2,1,1,1,FR,3.1,3.2,3.2,3.2,3.7,3.7,O
3,21,1,2,1,2,US,3.0,3.0,3.0,3.7,3.4,3.7,C
3,28,2,1,1,1,RU,2.8,3.8,2.7,2.8,2.8,3.8,N
13,16,2,1,1,2,IN,3.0,3.9,3.3,3.2,3.8,3.9,N
4,19,2,1,1,1,PK,3.1,2.7,3.3,3.5,2.9,3.5,C
3,17,1,2,1,2,US,3.1,2.7,3.3,3.1,3.4,3.4,O
3,19,1,1,1,1,US,3.6,2.7,3.3,2.9,3.3,3.6,E
3,15,2,2,1,1,SE,2.9,3.2,3.2,3.4,3.8,3.8,O
3,16,2,1,1,1,FR,2.3,2.4,2.3,2.3,2.6,2.6,O
11,16,1,2,1,2,SG,2.9,3.5,3.5,2.8,3.5,3.5,N
3,20,2,1,1,1,BR,2.4,3.3,3.5,3.2,3.4,3.5,A
3,28,1,1,1,1,CA,3.0,1.8,3.0,3.2,2.8,3.2,C
3,21,2,1,1,1,DE,3.2,3.6,3.1,3.5,3.4,3.6,N
3,28,2,2,1,2,RO,2.7,2.8,2.7,3.5,3.2,3.5,C
3,18,1,1,2,1,US,3.7,4.2,3.6,3.4,3.4,4.2,N
3,60,1,1,1,2,GB,2.8,2.5,3.2,3.0,3.4,3.4,O
3,18,1,2,1,2,US,3.2,2.7,3.4,2.9,3.4,3.4,A
13,18,2,2,1,5,US,3.1,3.5,3.5,3.1,3.1,3.5,N
1,19,1,1,1,3,CA,3.2,2.2,3.0,3.5,3.5,3.5,C
3,21,1,2,1,2,US,2.6,3.3,3.0,3.2,3.3,3.3,N
3,21,1,1,1,2,US,3.0,2.8,3.5,2.8,3.0,3.5,A
3,16,2,1,1,1,FR,3.1,3.2,2.4,2.4,3.4,3.4,O
13,42,1,2,1,4,US,3.6,2.2,3.6,2.7,2.5,3.6,E
13,18,1,1,1,4,US,3.4,3.8,3.4,3.6,3.5,3.8,N
3,22,2,2,1,2,US,2.3,2.8,4.0,3.4,3.6,4.0,A
5,1993,2,2,1,4,SA,3.2,2.7,3.0,2.5,3.0,3.2,E
4,22,2,1,1,1,IN,3.1,2.3,3.2,2.6,3.4,3.4,O
3,50,1,1,1,1,GB,2.5,1.9,2.7,3.4,3.0,3.4,C
4,21,1,2,1,1,US,3.5,2.6,2.9,3.2,3.4,3.5,E
12,18,1,2,2,1,US,3.4,2.7,3.2,3.0,3.1,3.4,E
8,39,1,1,1,5,US,2.9,2.4,2.8,2.5,2.9,2.9,E
3,13,1,2,1,1,GB,3.6,3.2,3.4,3.0,3.0,3.6,E
3,23,2,2,1,5,SE,2.7,3.7,3.0,3.9,3.2,3.9,C
3,44,1,2,1,1,US,3.2,3.6,3.3,3.1,4.0,4.0,O
3,16,2,1,1,1,FR,3.1,3.3,3.3,2.5,3.2,3.3,N
3,16,2,1,3,1,FR,2.9,1.8,2.2,4.1,3.7,4.1,C
4,29,1,1,1,2,IN,3.2,3.7,3.4,3.5,3.3,3.7,N
3,18,1,2,1,2,US,3.4,3.0,3.3,3.0,3.8,3.8,O
10,17,1,1,1,2,US,3.5,2.9,2.8,3.0,3.2,3.5,E
11,49,2,1,1,1,PH,3.1,3.1,3.8,3.4,4.1,4.1,O
13,21,2,1,1,1,US,2.7,2.9,3.0,3.0,3.5,3.5,O
3,17,2,1,1,1,PT,2.9,3.8,2.9,3.7,3.4,3.8,N
3,19,1,2,1,4,US,3.0,3.9,3.4,3.3,2.3,3.9,N
3,23,1,1,1,2,US,3.2,2.0,3.3,3.3,3.5,3.5,O
1,32,1,1,1,5,US,3.0,2.7,2.6,2.9,3.7,3.7,O
3,23,2,2,1,1,RS,2.6,2.3,3.2,2.5,3.5,3.5,O
3,26,2,1,1,1,SK,2.7,2.4,3.3,2.9,3.6,3.6,O
3,18,1,2,1,2,US,2.7,3.7,3.3,4.1,2.9,4.1,C
3,17,1,1,2,5,US,2.5,4.1,3.3,3.9,4.2,4.2,O
13,25,1,1,2,5,US,2.9,4.2,3.3,3.3,3.9,4.2,N
4,19,1,1,1,2,GB,3.2,2.3,3.4,3.2,3.3,3.4,A
0,18,1,2,1,1,US,3.8,4.1,3.4,3.0,3.5,4.1,N
6,18,1,2,1,5,US,2.7,2.4,3.4,3.3,2.9,3.4,A
13,36,1,1,1,1,BB,3.1,2.5,3.8,3.4,3.8,3.8,A
3,41,1,2,1,1,US,2.4,2.9,3.7,3.4,3.9,3.9,O
1,14,1,2,1,5,US,3.6,4.8,2.8,3.2,2.2,4.8,N
3,49,1,1,2,1,GB,3.2,3.5,3.3,3.8,3.7,3.8,C
3,22,2,2,1,1,BG,3.6,2.7,3.0,2.4,3.3,3.6,E
3,17,2,1,1,1,FR,3.5,3.2,3.4,3.2,3.8,3.8,O
3,19,1,2,1,1,US,3.0,3.4,3.2,3.4,3.8,3.8,O
3,19,1,1,1,5,US,2.8,2.2,3.0,3.2,3.5,3.5,O
3,25,1,1,1,2,US,3.3,3.0,3.4,2.7,3.0,3.4,A
1,20,1,2,1,2,US,2.7,4.3,3.1,3.3,3.7,4.3,N
12,29,1,2,1,2,US,3.3,3.2,3.9,3.7,3.5,3.9,A
3,17,1,1,1,5,US,3.2,2.7,3.5,3.1,3.3,3.5,A
11,19,2,2,1,1,IN,3.2,3.7,3.7,2.7,3.3,3.7,N
3,43,1,1,2,1,CA,3.0,3.7,3.2,3.5,3.4,3.7,N
12,21,1,2,2,3,CA,3.4,2.7,2.8,2.7,2.6,3.4,E
3,18,1,2,1,2,US,3.2,2.7,2.9,3.1,3.0,3.2,E
4,34,1,1,1,1,ZA,2.9,2.6,3.7,2.9,3.8,3.8,O
3,57,1,1,1,1,US,3.5,2.7,3.3,2.7,3.0,3.5,E
3,24,2,1,2,1,MX,3.8,2.3,3.3,3.2,3.3,3.8,E
3,26,2,2,2,5,NL,3.2,2.6,3.1,2.9,2.7,3.2,E
5,22,2,1,1,1,PK,3.6,3.6,3.4,2.9,3.3,3.6,E
3,19,1,1,1,1,CA,2.8,2.0,3.2,3.5,2.8,3.5,C
6,15,1,2,1,5,CA,2.6,3.1,2.4,2.2,3.2,3.2,O
5,18,1,2,1,4,US,2.9,3.0,3.5,3.5,3.1,3.5,A
3,29,2,1,1,2,SE,2.9,2.7,3.3,2.2,3.7,3.7,O
5,18,2,2,1,2,MA,3.3,2.3,3.2,3.4,3.3,3.4,C
11,18,2,2,1,1,NL,3.7,3.8,4.1,3.1,4.3,4.3,O
1,22,1,1,1,1,ZA,2.6,1.4,3.4,3.4,4.2,4.2,O
3,34,1,2,1,5,US,4.0,2.9,3.7,3.4,3.5,4.0,E
8,45,1,1,1,1,US,3.3,4.4,2.8,3.2,3.8,4.4,N
13,22,2,2,1,1,IN,3.2,2.5,3.6,3.2,3.0,3.6,A
3,16,1,1,1,5,US,2.3,3.5,3.3,2.9,3.0,3.5,N
3,22,1,2,2,4,US,3.0,2.4,3.5,3.6,3.2,3.6,C
5,20,1,2,1,4,US,2.8,3.5,3.2,3.4,2.6,3.5,N
9,20,1,1,1,4,US,3.0,3.7,3.3,3.5,3.3,3.7,N
3,21,1,2,1,2,US,2.7,3.5,2.9,3.3,3.0,3.5,N
8,21,1,2,1,4,US,2.9,3.8,2.8,3.1,3.8,3.8,N
3,19,1,2,1,4,US,2.3,1.8,3.0,2.6,3.3,3.3,O
3,20,1,1,3,4,US,3.5,3.1,3.1,3.2,2.5,3.5,E
4,37,1,2,1,5,US,2.8,2.2,3.4,3.6,2.3,3.6,C
3,18,1,2,1,1,US,3.2,3.3,3.0,3.2,3.2,3.3,N
13,15,1,2,1,1,GB,2.7,3.8,2.7,2.5,3.3,3.8,N
3,22,2,1,1,1,IT,2.7,1.6,2.6,2.9,2.6,2.9,C
3,17,1,2,3,1,US,3.2,4.3,3.3,3.0,3.4,4.3,N
3,45,2,2,1,5,ZA,3.7,3.1,3.7,3.8,3.4,3.8,C
13,22,1,2,1,5,CA,2.8,3.7,3.2,3.0,3.3,3.7,N
3,51,1,2,1,1,US,3.0,2.5,3.2,3.0,3.9,3.9,O
3,22,1,2,2,5,US,3.4,2.9,3.4,3.5,3.3,3.5,C
1,17,2,1,2,1,US,3.4,2.7,3.2,3.6,3.8,3.8,O
3,21,1,2,1,1,CA,3.0,3.0,3.2,2.9,3.2,3.2,A
3,14,1,1,1,1,GB,2.9,2.9,2.7,3.1,2.8,3.1,C
3,43,2,1,1,1,FR,2.6,3.4,3.2,2.7,3.4,3.4,N
3,22,1,2,1,1,GB,2.8,2.9,3.2,2.8,3.8,3.8,O
3,35,1,1,2,2,US,3.1,3.1,3.0,3.0,2.9,3.1,E
13,31,1,2,1,5,US,3.1,1.5,3.5,2.9,3.3,3.5,A
3,55,1,2,1,2,US,3.1,1.8,3.0,3.4,3.8,3.8,O
5,18,2,2,1,5,MA,3.4,1.8,3.2,3.4,3.4,3.4,E
1,19,1,2,1,1,US,3.7,3.9,3.4,3.7,4.1,4.1,O
5,19,1,2,1,5,US,3.2,3.4,3.7,3.1,3.0,3.7,A
3,19,1,2,1,5,US,3.0,2.8,2.7,3.5,3.7,3.7,O
4,20,2,2,1,3,CA,3.3,3.0,3.3,3.4,3.2,3.4,C
3,19,1,2,1,5,US,3.0,3.0,3.3,3.0,2.9,3.3,A
5,19,1,2,1,2,US,3.2,3.0,2.9,3.5,3.3,3.5,C
3,24,1,2,1,1,LV,2.7,4.1,3.7,3.9,4.5,4.5,O
0,21,1,2,1,5,US,3.8,3.7,3.2,3.1,2.4,3.8,E
3,20,1,1,1,1,US,3.1,2.7,3.2,2.8,2.8,3.2,A
3,66,1,1,1,1,US,2.8,2.2,3.3,2.6,3.1,3.3,A
9,24,2,1,1,2,CA,3.1,2.4,3.1,2.9,3.3,3.3,O
3,58,1,1,1,1,US,2.9,2.7,2.7,3.6,3.0,3.6,C
3,54,1,2,2,1,US,3.8,4.3,3.4,3.1,3.8,4.3,N
3,19,2,2,1,1,SI,2.7,3.8,3.0,2.8,3.3,3.8,N
3,46,1,2,1,1,GB,2.8,3.3,3.6,3.5,4.3,4.3,O
4,17,1,1,1,5,US,3.7,3.6,2.9,3.0,3.9,3.9,O
13,22,1,1,1,1,GB,3.3,3.3,3.2,3.6,2.9,3.6,C
3,18,1,2,2,2,US,2.8,3.3,2.8,3.3,3.3,3.3,N
1,19,1,2,1,3,US,2.9,3.3,3.3,3.0,3.3,3.3,N
1,30,2,1,2,5,US,3.2,3.0,3.4,3.2,3.6,3.6,O
6,15,1,2,1,1,US,2.6,3.8,3.2,3.5,3.4,3.8,N
1,19,1,1,1,2,US,3.1,3.1,2.8,3.1,3.5,3.5,O
1,21,1,1,1,1,US,3.4,3.1,3.3,3.2,3.1,3.4,E
13,18,2,1,1,1,ES,3.1,3.1,3.5,2.7,3.3,3.5,A
3,14,1,2,1,1,GB,3.7,3.6,3.1,3.1,3.5,3.7,E
13,23,1,1,1,1,US,2.3,3.4,3.2,3.3,3.7,3.7,O
5,18,1,2,1,1,US,3.1,3.7,3.3,3.5,3.4,3.7,N
3,29,1,1,1,1,GB,2.6,3.8,3.2,2.8,4.0,4.0,O
1,36,1,2,1,5,US,2.6,1.6,3.7,2.9,3.2,3.7,A
11,19,1,2,1,2,CA,2.6,3.0,3.4,3.4,2.3,3.4,A
13,20,1,2,1,2,US,3.5,4.1,3.4,3.9,3.0,4.1,N
3,64,1,2,1,2,US,3.0,2.3,3.1,3.1,3.4,3.4,O
3,32,1,2,1,1,CA,2.8,2.4,3.4,2.6,3.1,3.4,A
3,23,1,2,1,5,US,3.1,2.9,3.0,3.3,3.1,3.3,C
3,28,2,1,1,2,IT,3.2,3.2,3.5,3.1,3.1,3.5,A
12,42,2,1,1,1,US,3.1,1.8,2.9,2.8,2.8,3.1,E
3,46,1,1,1,1,GB,3.0,3.4,3.3,3.5,3.2,3.5,C
3,19,1,2,1,1,CA,2.7,2.9,2.7,2.9,2.8,2.9,N
3,21,1,1,1,2,US,3.0,1.8,2.6,3.0,3.6,3.6,O
3,18,1,2,2,5,US,2.8,2.6,2.9,3.1,3.3,3.3,O
3,18,1,2,1,2,US,2.7,3.1,3.2,2.9,3.6,3.6,O
3,18,1,2,1,5,US,2.9,2.5,2.7,2.9,2.7,2.9,E
9,16,2,2,1,1,CA,3.1,3.4,3.5,3.5,3.4,3.5,A
13,16,1,2,1,1,AU,2.7,3.0,3.1,3.3,3.2,3.3,C
3,28,2,1,1,5,IT,2.8,2.7,2.9,3.5,3.4,3.5,C
3,23,2,1,1,1,IT,3.0,2.3,3.4,3.1,4.0,4.0,O
13,32,1,2,1,2,US,3.0,1.7,3.6,2.8,2.8,3.6,A
3,41,1,1,1,1,AU,3.0,1.8,3.2,2.9,3.4,3.4,O
1,18,1,2,1,5,US,3.2,3.3,3.6,3.6,2.8,3.6,A
3,23,1,2,1,2,AU,3.0,2.4,3.6,3.3,3.9,3.9,O
3,23,2,1,1,1,FR,3.4,3.4,3.3,3.0,3.5,3.5,O
13,28,1,2,2,5,US,2.9,2.3,3.3,3.4,2.8,3.4,C
1,28,1,2,1,2,US,3.0,2.3,3.0,3.1,3.5,3.5,O
3,19,1,2,1,2,AU,3.0,3.4,3.4,3.6,3.6,3.6,C
4,19,1,2,1,4,US,2.7,3.6,3.2,3.8,2.6,3.8,C
4,20,2,2,1,2,US,3.4,3.7,3.3,3.2,3.0,3.7,N
3,19,1,2,1,1,AU,2.7,3.3,3.3,3.7,3.2,3.7,C
3,16,1,2,3,1,US,3.1,3.4,3.4,3.9,3.9,3.9,C
11,21,2,2,1,1,US,2.8,2.3,2.9,3.3,3.1,3.3,C
13,47,2,2,1,1,US,3.6,1.6,3.2,3.2,2.5,3.6,E
3,13,1,1,1,1,US,3.5,3.3,3.4,2.8,4.1,4.1,O
1,15,1,2,1,1,US,3.0,4.0,2.2,3.0,3.6,4.0,N
3,20,1,2,1,4,US,3.1,3.0,3.0,3.7,3.2,3.7,C
3,30,1,1,1,3,US,3.2,2.0,3.2,3.1,3.7,3.7,O
3,13,1,2,1,1,US,3.2,3.8,3.5,3.1,4.0,4.0,O
3,20,1,2,1,4,US,3.1,2.8,3.1,3.3,3.3,3.3,C
13,22,2,2,1,1,US,3.7,3.9,3.7,4.0,4.0,4.0,C
3,68,1,1,2,1,AU,3.6,3.9,3.1,3.1,3.4,3.9,N
3,18,1,2,1,1,GB,3.5,3.1,3.1,3.2,3.1,3.5,E
4,20,1,2,1,5,US,3.2,3.8,3.2,3.7,3.2,3.8,N
3,18,1,2,2,1,US,3.1,3.2,3.3,3.5,3.1,3.5,C
3,46,1,2,1,1,AU,2.8,3.9,2.5,3.1,3.3,3.9,N
11,28,1,2,1,1,US,3.1,2.8,3.0,3.1,3.3,3.3,O
3,22,1,1,1,4,US,3.4,2.9,3.0,3.3,2.9,3.4,E
3,30,2,2,2,1,RS,3.5,2.9,3.4,3.5,3.5,3.5,E
13,15,1,2,1,1,AU,2.9,4.0,3.6,3.5,3.6,4.0,N
3,31,2,2,1,5,IT,2.6,4.1,2.9,2.7,3.1,4.1,N
3,67,1,2,2,5,US,3.2,3.4,3.1,3.4,3.7,3.7,O
13,19,1,2,1,1,GB,3.1,3.4,3.0,3.1,2.8,3.4,N
3,28,1,2,1,1,CA,3.8,3.3,3.6,3.2,3.8,3.8,E
13,20,1,1,1,2,US,2.6,3.3,3.1,2.9,2.6,3.3,N
13,20,2,2,1,1,US,3.2,4.3,3.7,2.9,3.2,4.3,N
3,18,1,1,1,1,US,3.1,2.1,3.3,3.5,3.3,3.5,C
5,18,1,2,1,1,US,3.1,3.6,3.2,3.3,3.2,3.6,N
3,18,1,2,1,3,US,3.4,2.3,3.3,2.4,2.8,3.4,E
13,29,1,1,1,1,US,3.0,2.4,2.7,3.0,3.2,3.2,O
3,19,1,2,1,3,US,3.2,3.0,3.5,2.8,3.5,3.5,A
3,18,1,1,1,1,US,3.3,3.4,3.5,3.7,3.3,3.7,C
3,48,1,2,1,1,GB,3.2,2.9,3.4,3.0,3.1,3.4,A
3,61,1,1,1,1,GB,3.0,3.5,3.4,3.2,3.2,3.5,N
3,18,1,2,1,1,FI,2.4,4.2,2.6,3.6,3.4,4.2,N
3,21,1,2,1,2,US,2.5,1.9,3.2,3.1,3.4,3.4,O
0,28,1,2,1,1,US,2.9,3.6,3.2,3.3,3.2,3.6,N
3,27,1,1,1,1,US,3.4,2.4,3.1,2.7,3.2,3.4,E
13,14,1,2,1,5,US,3.0,4.6,2.7,3.2,3.5,4.6,N
13,17,1,2,1,1,US,3.4,3.7,2.4,3.7,2.9,3.7,N
3,33,1,2,1,5,US,3.1,2.1,3.2,3.4,3.3,3.4,C
13,20,1,2,1,1,US,3.2,3.5,3.0,3.7,2.1,3.7,C
5,25,1,2,1,2,GB,3.2,3.7,3.3,3.4,2.9,3.7,N
3,16,1,1,1,1,US,2.9,2.9,2.8,3.2,4.2,4.2,O
3,43,1,2,1,1,AE,3.0,2.7,3.3,2.4,4.1,4.1,O
3,41,1,2,1,1,US,2.6,4.0,3.3,3.4,3.2,4.0,N
3,54,1,1,1,1,US,3.1,2.3,2.7,3.1,3.4,3.4,O
3,27,2,1,1,1,FR,3.0,2.3,3.6,2.4,3.8,3.8,O
3,37,1,2,1,1,US,3.0,2.5,3.2,3.5,3.2,3.5,C
3,27,1,1,1,1,AU,3.0,2.5,3.4,3.3,3.7,3.7,O
3,21,1,1,1,1,US,2.8,3.4,3.2,3.3,3.5,3.5,O
1,19,1,1,1,3,CA,3.0,2.4,3.4,3.2,3.1,3.4,A
3,52,1,1,1,2,AU,3.0,2.9,2.9,3.2,3.5,3.5,O
3,18,1,2,1,4,US,3.2,3.1,3.3,3.3,3.6,3.6,O
8,30,1,2,1,1,US,3.2,1.5,3.4,3.6,2.9,3.6,C
5,26,1,2,1,3,CA,3.4,2.9,3.4,3.4,3.3,3.4,E
3,15,1,2,1,1,AU,2.9,3.0,3.0,2.8,3.6,3.6,O
1,118,1,2,1,1,US,2.8,2.8,3.3,3.5,3.2,3.5,C
13,20,2,2,1,3,PH,2.2,1.4,3.8,3.8,3.8,3.8,A
3,16,1,1,2,1,US,2.7,1.9,3.0,2.9,3.5,3.5,O
3,20,1,1,1,1,GB,2.9,3.3,3.1,2.9,3.1,3.3,N
3,60,1,2,1,5,US,3.8,2.1,3.1,3.4,4.3,4.3,O
13,21,1,1,1,1,PR,3.5,2.1,3.4,3.5,3.5,3.5,E
13,20,1,2,1,1,US,3.0,3.6,4.3,3.2,3.3,4.3,A
3,53,1,2,1,5,CA,3.0,2.7,3.0,3.3,3.4,3.4,O
11,29,2,1,1,1,TH,4.0,4.0,3.3,3.6,2.6,4.0,E
13,27,1,2,1,1,CA,2.8,3.3,2.8,2.9,3.5,3.5,O
3,36,1,2,1,1,US,3.1,3.5,3.0,3.0,3.5,3.5,N
6,18,1,2,1,5,US,3.2,2.9,3.4,3.4,3.1,3.4,A
3,18,1,2,1,1,US,3.1,2.3,3.3,3.0,3.5,3.5,O
3,59,1,1,1,1,US,3.5,3.1,3.9,3.1,3.4,3.9,A
3,18,1,1,1,5,US,3.0,3.6,2.8,2.9,2.6,3.6,N
3,19,1,1,1,5,US,2.8,2.3,3.2,3.0,3.4,3.4,O
3,25,1,1,1,1,CA,3.1,2.4,2.8,3.2,3.6,3.6,O
3,30,2,1,1,1,SI,3.1,2.6,3.1,2.7,2.8,3.1,E
3,16,1,2,1,1,AU,3.2,2.7,3.4,2.9,3.4,3.4,A
3,18,1,1,1,4,US,3.9,2.0,2.9,3.4,3.3,3.9,E
3,20,1,2,1,1,US,2.7,3.8,2.5,3.3,3.2,3.8,N
4,27,1,1,1,1,IN,2.9,3.7,3.2,2.7,2.8,3.7,N
3,18,1,2,1,2,US,3.4,3.0,3.4,3.4,3.0,3.4,E
11,54,1,1,1,2,US,3.0,3.0,2.5,3.5,3.6,3.6,O
3,36,1,1,1,1,US,3.5,2.5,2.6,4.0,3.7,4.0,C
3,19,1,2,1,1,US,2.5,3.3,3.0,3.1,3.7,3.7,O
1,17,1,1,1,1,AU,3.5,2.3,2.6,2.5,3.0,3.5,E
11,25,2,2,1,1,ID,3.0,4.0,3.6,2.8,2.8,4.0,N
13,18,1,2,1,5,US,3.0,3.2,3.4,3.0,3.2,3.4,A
4,30,2,1,1,1,IN,3.9,2.2,4.4,3.7,3.4,4.4,A
3,28,1,2,1,2,US,2.9,4.0,3.2,3.4,3.7,4.0,N
1,21,1,1,1,5,US,3.1,3.3,3.2,3.3,3.4,3.4,O
3,19,1,1,1,5,GB,3.5,2.2,3.2,2.6,3.5,3.5,E
3,51,1,1,1,2,US,3.5,4.0,2.8,3.3,3.3,4.0,N
4,26,1,2,1,2,SG,3.2,2.6,2.9,3.0,3.0,3.2,E
1,23,2,1,1,1,BR,3.0,3.7,3.0,3.4,3.5,3.7,N
11,19,2,2,1,5,US,2.7,3.6,2.6,2.8,2.9,3.6,N
3,21,1,2,1,1,US,3.3,2.8,3.2,3.2,3.3,3.3,E
11,21,1,2,1,5,US,3.2,3.7,3.2,3.3,3.8,3.8,O
3,18,1,2,1,4,US,3.1,3.6,3.2,2.6,3.3,3.6,N
13,40,1,2,1,2,US,3.0,2.0,3.4,3.4,3.4,3.4,A
3,21,1,1,2,1,US,3.2,3.8,3.2,3.4,3.9,3.9,O
3,27,1,2,2,1,US,3.1,3.3,3.5,3.0,2.2,3.5,A
3,20,1,1,1,5,US,3.1,2.6,3.2,3.8,3.5,3.8,C
13,23,2,1,1,1,IN,3.0,2.9,3.0,3.0,3.1,3.1,O
5,16,1,1,1,1,CA,3.2,2.3,3.2,3.0,3.0,3.2,E
3,37,2,1,1,2,NL,2.7,2.2,2.9,3.3,2.9,3.3,C
3,21,1,2,1,1,US,3.3,3.4,3.3,3.7,3.4,3.7,C
3,46,1,2,1,2,US,3.0,1.8,3.1,2.9,3.2,3.2,O
11,25,2,2,1,1,PH,2.9,3.8,3.4,3.1,2.6,3.8,N
7,24,1,2,1,1,AU,3.3,3.5,3.0,3.6,3.9,3.9,O
4,26,2,1,1,1,IN,3.2,2.6,3.7,2.7,3.1,3.7,A
5,22,2,2,1,5,AE,4.0,4.3,3.5,3.7,3.3,4.3,N
7,19,2,2,1,1,AU,2.5,2.4,2.8,2.0,2.1,2.8,A
6,42,1,2,1,2,US,3.0,4.0,3.4,4.3,3.8,4.3,C
3,24,1,2,1,2,US,2.8,3.4,2.8,3.4,3.4,3.4,N
11,17,1,1,1,1,AU,3.0,3.6,3.5,3.5,3.7,3.7,O
1,18,1,2,1,1,MY,3.5,3.6,3.6,3.2,3.4,3.6,N
4,21,1,1,1,1,IN,3.1,3.0,3.2,3.0,3.4,3.4,O
13,21,2,2,2,1,US,3.3,3.0,3.2,2.8,3.2,3.3,E
13,42,2,1,1,1,IN,3.3,3.5,3.0,3.4,3.7,3.7,O
13,36,2,2,1,5,US,3.0,2.0,3.1,3.0,3.1,3.1,A
11,14,2,2,1,1,PH,3.0,4.4,4.0,3.4,3.0,4.4,N
12,20,1,2,1,1,GB,3.5,3.8,3.4,2.8,3.8,3.8,N
13,24,1,2,1,1,PK,2.9,4.3,3.4,3.1,3.3,4.3,N
13,23,2,1,1,1,CA,3.8,4.3,4.2,3.3,3.6,4.3,N
13,52,2,2,1,2,IN,0.0,0.0,0.0,0.0,0.0,0.0,E
11,18,1,1,1,1,SG,2.9,2.8,3.3,3.4,3.4,3.4,C
11,23,2,2,1,1,IN,2.5,4.6,3.2,4.3,3.3,4.6,N
1,24,1,1,1,1,US,3.0,3.7,3.2,3.2,3.2,3.7,N
3,24,1,2,1,2,NZ,3.2,3.0,2.8,3.6,2.6,3.6,C
3,51,1,1,1,1,GB,3.2,3.8,3.3,3.5,3.2,3.8,N
3,39,2,1,1,5,DE,2.5,2.5,2.8,3.0,3.7,3.7,O
3,57,2,2,1,1,RS,3.0,3.0,3.5,3.3,3.4,3.5,A
4,30,2,2,1,1,IN,2.8,3.6,3.4,3.4,3.3,3.6,N
4,25,2,2,1,1,IN,3.4,3.9,3.9,3.4,3.6,3.9,N
3,14,1,2,1,1,NZ,2.7,4.2,3.0,3.1,2.1,4.2,N
3,19,1,1,1,5,GB,3.4,4.1,3.1,3.1,3.2,4.1,N
3,18,2,1,1,1,FR,3.3,4.0,3.8,3.2,3.8,4.0,N
3,17,1,2,1,1,NZ,3.4,3.9,3.5,3.4,3.2,3.9,N
4,35,1,2,1,5,IN,3.6,3.1,3.5,3.0,2.9,3.6,E
3,41,2,2,1,1,AT,2.5,3.1,3.0,3.2,3.2,3.2,C
9,18,1,2,1,1,US,2.8,3.0,3.2,2.8,3.0,3.2,A
10,25,1,1,2,1,US,3.5,1.9,3.7,3.2,3.8,3.8,O
3,30,2,2,1,1,ES,3.3,3.2,3.5,3.4,2.7,3.5,A
7,13,2,2,1,1,ID,3.7,3.6,3.5,4.0,3.4,4.0,C
13,47,2,2,1,1,MY,3.2,3.2,3.6,3.2,3.7,3.7,O
3,57,2,2,1,2,NO,2.7,2.5,3.1,2.7,3.4,3.4,O
0,13,1,2,1,1,AU,3.0,3.7,3.1,2.8,3.0,3.7,N
13,24,2,2,1,1,IL,3.2,2.6,2.8,2.8,3.2,3.2,E
11,29,1,1,1,1,AU,3.9,2.1,3.8,3.0,3.0,3.9,E
13,22,2,2,1,5,IN,3.8,1.4,3.6,3.4,3.0,3.8,E
4,29,2,1,1,1,IN,3.2,3.2,3.4,3.2,3.4,3.4,A
3,36,1,1,1,1,IE,2.7,2.1,3.4,3.0,3.6,3.6,O
3,17,1,1,1,1,US,3.1,3.7,3.7,3.6,3.6,3.7,N
13,36,2,1,1,1,ZA,3.0,2.0,3.4,3.2,3.4,3.4,A
3,23,1,1,1,2,ZA,2.9,2.1,3.7,3.1,3.2,3.7,A
13,38,1,2,2,1,US,2.6,2.5,3.0,2.8,3.0,3.0,A
3,30,2,1,1,1,DE,3.1,2.7,3.0,3.3,3.2,3.3,C
12,38,1,1,1,5,GB,3.6,1.7,3.2,3.3,3.4,3.6,E
5,20,2,2,1,4,LB,3.1,3.0,3.5,3.3,3.3,3.5,A
11,19,2,1,1,1,PH,3.2,3.5,3.7,2.8,3.7,3.7,A
3,33,1,1,1,1,GR,3.0,3.1,2.8,3.3,3.3,3.3,C
11,24,2,2,1,2,AU,3.1,2.8,3.5,3.4,2.7,3.5,A
3,43,2,2,2,2,NL,3.0,1.9,3.0,3.4,3.4,3.4,C
