race,age,engnat,gender,hand,source,country,E,N,A,C,O,maximum,personality_type
3,24,1,2,1,1,US,2.9,3.5,3.4,3.7,3.7,3.7,C
11,17,2,1,1,1,ID,3.3,4.0,3.2,3.1,2.5,4.0,N
1,18,2,1,1,1,TZ,3.1,3.8,3.0,3.0,3.6,3.8,N
11,15,1,2,1,1,SG,3.0,4.2,3.3,3.6,3.5,4.2,N
8,17,1,1,1,1,US,3.1,2.3,3.4,2.6,2.9,3.4,A
3,19,2,2,1,1,SK,3.5,3.3,3.3,3.3,3.7,3.7,O
13,24,1,2,1,1,US,3.1,4.4,3.6,4.3,4.2,4.4,N
3,32,1,2,1,1,US,2.9,3.4,3.2,3.1,3.2,3.4,N
3,20,2,2,1,1,FI,2.6,3.7,3.0,2.6,3.1,3.7,N
3,30,1,1,2,1,US,2.7,3.2,3.5,2.9,3.7,3.7,O
3,16,2,2,1,1,ES,3.0,4.6,2.9,3.3,3.7,4.6,N
1,34,2,1,3,5,US,2.0,3.9,3.5,3.1,3.4,3.9,N
3,31,2,2,1,1,RS,3.0,3.4,3.1,3.5,3.3,3.5,C
13,27,2,2,1,5,US,3.8,2.4,2.8,3.0,2.0,3.8,E
3,55,1,2,1,1,US,3.2,3.1,3.5,3.2,3.8,3.8,O
3,35,2,2,1,1,SE,3.1,3.1,3.1,3.0,3.0,3.1,E
3,60,1,1,1,1,US,3.3,2.0,2.3,2.9,3.8,3.8,O
3,48,1,1,0,1,CA,2.7,2.2,3.4,2.7,3.0,3.4,A
3,32,1,1,1,2,US,3.0,3.3,2.8,3.4,3.8,3.8,O
3,60,1,1,1,2,NL,2.7,1.8,2.8,2.9,2.9,2.9,C
3,58,1,2,1,1,US,3.2,1.8,3.4,2.6,3.4,3.4,A
3,22,2,1,1,1,BE,2.8,2.4,3.1,3.2,3.3,3.3,O
11,23,1,2,1,2,US,3.5,3.4,4.0,3.8,4.1,4.1,O
3,19,2,1,2,1,LT,3.4,3.7,3.2,3.2,2.7,3.7,N
3,24,1,2,1,2,US,2.8,2.4,3.6,3.1,3.4,3.6,A
12,25,2,2,1,1,,3.1,3.5,3.1,3.1,3.1,3.5,N
13,45,2,2,1,1,NO,3.3,2.2,3.5,3.3,3.5,3.5,A
3,25,2,1,1,1,HU,2.7,2.7,2.5,2.8,3.5,3.5,O
3,25,1,2,1,5,RU,3.3,2.5,3.3,3.1,3.5,3.5,O
6,14,1,2,2,1,US,3.1,3.0,2.6,2.9,3.1,3.1,E
1,20,2,2,1,2,UG,3.7,1.6,3.1,2.9,2.7,3.7,E
3,20,1,2,1,1,US,2.9,3.6,2.9,2.8,3.0,3.6,N
3,17,1,2,1,1,US,3.3,2.8,3.6,3.7,3.4,3.7,C
3,22,1,1,1,1,BR,3.1,4.2,3.5,3.2,3.9,4.2,N
3,30,1,2,1,5,US,2.7,3.0,3.8,3.5,3.1,3.8,A
12,29,2,2,1,1,US,3.4,3.3,2.8,3.2,3.4,3.4,E
1,22,1,2,1,1,US,3.3,2.3,2.6,3.2,3.4,3.4,O
3,15,1,2,1,1,GB,2.8,3.6,3.1,3.1,3.2,3.6,N
3,13,1,2,1,5,GB,2.7,4.1,3.3,3.0,2.9,4.1,N
3,14,1,2,1,1,US,3.2,3.1,3.4,3.2,3.7,3.7,O
3,18,1,2,1,2,US,3.3,2.8,3.1,3.1,3.1,3.3,E
3,38,2,1,1,1,PT,2.7,4.1,2.4,2.9,3.2,4.1,N
13,18,1,2,1,1,US,3.1,3.5,4.0,3.5,3.3,4.0,A
13,30,1,2,1,2,GB,2.3,2.7,2.9,2.7,2.9,2.9,A
3,19,1,2,1,2,GB,3.1,3.3,3.1,2.7,3.2,3.3,N
3,32,1,1,1,1,GB,2.9,3.3,3.3,3.6,3.4,3.6,C
3,18,1,1,1,1,AU,3.5,3.4,3.3,2.8,3.5,3.5,E
3,28,2,1,1,1,DE,2.9,2.2,3.0,2.7,3.8,3.8,O
3,55,1,2,1,1,US,3.3,2.6,2.9,3.2,3.2,3.3,E
3,31,1,1,2,1,CA,3.0,3.9,3.2,3.0,3.1,3.9,N
11,23,1,2,1,1,US,2.8,2.5,2.5,3.0,3.4,3.4,O
3,16,1,1,1,1,US,3.1,3.5,2.9,3.5,3.8,3.8,O
3,17,1,2,1,1,US,3.0,3.5,2.9,3.6,3.9,3.9,O
3,14,1,2,1,1,US,2.7,3.5,3.1,3.3,2.7,3.5,N
3,43,1,2,1,1,US,3.2,1.9,3.0,2.6,3.0,3.2,E
3,44,1,2,1,1,CA,3.0,4.0,3.4,3.5,3.7,4.0,N
4,21,2,2,1,2,ZA,3.4,2.3,3.5,4.0,3.3,4.0,C
1,22,1,2,1,5,FR,2.7,3.2,3.4,3.3,3.7,3.7,O
3,19,1,2,1,5,CA,2.4,2.8,3.1,3.4,3.2,3.4,C
3,42,1,2,1,2,CA,3.4,2.8,3.5,3.3,3.1,3.5,A
3,17,1,3,1,1,US,2.5,2.4,3.1,3.0,3.8,3.8,O
3,39,1,2,1,1,US,3.0,2.5,3.3,3.0,4.0,4.0,O
3,20,2,2,1,1,AR,2.7,4.1,3.1,3.2,3.1,4.1,N
5,18,1,1,1,1,US,3.0,2.7,2.6,2.8,3.0,3.0,E
11,14,1,1,1,1,US,3.2,3.1,3.0,3.3,4.0,4.0,O
11,18,2,1,2,1,MY,3.6,2.8,3.6,3.8,3.1,3.8,C
3,25,1,1,2,1,US,3.2,3.3,3.4,3.1,3.3,3.4,A
3,17,1,1,2,1,US,2.5,1.7,2.6,3.3,3.1,3.3,C
3,21,1,1,1,1,US,3.2,2.7,3.2,3.2,3.5,3.5,O
11,13,1,2,1,1,CA,3.1,2.7,3.6,3.7,3.4,3.7,C
13,36,1,1,1,1,US,3.8,3.3,3.1,3.0,3.1,3.8,E
3,17,1,1,1,1,CA,2.8,3.3,2.8,2.7,3.3,3.3,N
1,30,2,2,1,1,US,2.9,3.5,2.8,2.7,3.6,3.6,O
11,24,2,2,2,5,HK,3.1,3.9,3.2,3.2,2.8,3.9,N
3,16,2,2,1,1,BR,2.8,3.1,3.0,2.8,2.7,3.1,N
1,16,1,2,1,1,CO,3.0,2.6,3.2,2.8,3.5,3.5,O
3,51,1,1,1,5,US,3.0,3.6,3.4,3.1,3.8,3.8,O
1,20,2,1,1,1,PK,3.4,2.4,3.2,3.9,3.0,3.9,C
3,43,1,1,1,5,US,2.9,3.3,4.0,3.0,3.3,4.0,A
3,25,1,1,1,5,US,2.6,3.0,2.9,3.2,3.2,3.2,C
3,28,1,1,1,1,US,3.3,4.2,2.8,3.8,3.5,4.2,N
1,13,1,2,1,1,US,3.3,3.2,3.7,3.5,3.2,3.7,A
3,49,1,2,1,1,NZ,3.6,3.6,3.7,3.2,3.8,3.8,O
4,17,1,1,1,5,AE,4.1,3.3,3.7,3.2,3.8,4.1,E
11,19,2,2,1,1,US,3.0,3.1,3.0,2.8,2.9,3.1,N
4,37,2,2,1,2,IN,2.7,3.6,3.6,3.0,3.3,3.6,N
11,23,2,1,1,1,PH,2.9,4.0,3.9,3.6,3.2,4.0,N
11,21,1,1,1,2,MY,3.4,3.5,2.9,2.9,3.2,3.5,N
3,29,1,2,1,2,CA,3.3,3.7,3.5,3.5,3.0,3.7,N
3,24,1,2,1,1,US,3.1,3.6,3.4,3.6,2.9,3.6,N
11,16,2,2,1,1,PH,2.9,4.2,2.8,3.6,3.8,4.2,N
1,17,1,1,2,1,US,3.2,1.9,2.6,2.9,3.4,3.4,O
13,20,2,1,1,1,IN,2.6,2.6,3.0,3.1,3.0,3.1,C
11,21,2,1,1,5,MY,2.9,1.9,2.7,3.3,2.8,3.3,C
9,17,2,2,1,1,PH,3.5,3.2,3.5,3.0,2.7,3.5,E
11,60,2,1,1,2,US,3.9,3.4,3.3,3.8,3.5,3.9,E
4,22,2,2,1,1,IN,3.4,3.5,3.5,3.6,3.5,3.6,C
3,44,1,1,1,1,US,2.8,4.1,3.1,3.1,3.7,4.1,N
3,58,1,2,1,1,US,3.4,3.2,3.1,3.2,3.1,3.4,E
3,16,1,2,1,1,US,2.7,3.3,3.1,3.7,3.5,3.7,C
3,16,1,1,1,1,NZ,3.0,2.7,3.3,3.1,3.5,3.5,O
3,19,1,2,1,1,US,2.5,3.4,2.7,3.0,3.3,3.4,N
3,46,2,2,1,1,US,2.8,3.2,2.6,2.5,3.4,3.4,O
13,21,2,2,1,2,IN,3.1,2.8,3.4,3.1,3.2,3.4,A
13,21,2,2,1,1,IN,3.4,4.2,4.2,4.2,3.4,4.2,N
3,23,1,2,1,1,US,3.0,3.9,3.0,3.2,3.3,3.9,N
11,18,1,2,1,1,PH,3.2,2.2,2.9,3.3,3.4,3.4,O
1,16,2,1,1,1,AU,3.0,2.2,2.4,3.4,3.5,3.5,O
11,22,2,2,1,1,MY,3.2,3.4,3.2,3.1,2.9,3.4,N
3,24,2,2,1,2,ID,3.0,2.1,3.0,2.9,2.7,3.0,E
3,21,1,2,2,1,US,2.5,3.5,2.8,3.5,4.0,4.0,O
13,39,1,2,3,1,NZ,2.7,2.1,2.9,2.8,3.7,3.7,O
13,18,2,2,1,1,IN,3.0,3.9,3.6,2.8,3.0,3.9,N
11,20,2,1,1,2,ID,3.3,3.6,3.6,3.2,3.0,3.6,N
11,20,2,1,1,2,ID,3.6,3.3,3.8,3.6,3.4,3.8,A
13,47,2,1,1,1,IN,3.4,3.6,3.3,3.6,3.2,3.6,N
11,17,2,2,1,1,PH,2.8,1.5,3.5,3.5,3.3,3.5,A
3,23,2,1,1,1,RO,3.2,3.1,3.0,3.1,3.7,3.7,O
3,22,1,2,1,1,US,2.8,2.9,3.0,3.7,3.6,3.7,C
3,22,1,1,1,1,US,3.0,3.9,3.0,3.1,3.9,3.9,N
11,18,1,1,2,2,PH,3.4,2.6,3.4,3.4,3.4,3.4,E
11,23,1,1,1,1,AU,3.8,2.6,3.0,2.7,3.1,3.8,E
5,27,1,1,1,1,US,2.8,2.2,3.8,3.2,4.5,4.5,O
3,37,2,1,1,1,RU,2.9,2.4,2.9,2.9,3.1,3.1,O
3,26,1,2,1,5,GB,3.5,2.6,3.2,2.5,2.7,3.5,E
3,15,1,1,3,1,GB,2.5,3.7,3.3,2.9,3.8,3.8,O
3,27,1,1,1,1,ZA,3.2,2.6,2.9,3.4,3.8,3.8,O
1,57,1,2,1,1,CA,3.0,2.7,3.2,3.1,2.9,3.2,A
11,23,2,1,1,2,IN,2.7,2.1,3.2,3.1,3.5,3.5,O
11,19,2,2,1,5,ID,3.6,3.3,3.3,3.3,3.2,3.6,E
3,15,1,2,2,2,AU,2.9,3.5,3.3,2.9,3.3,3.5,N
11,19,2,2,1,5,ID,3.6,3.1,3.5,3.3,3.2,3.6,E
3,16,1,1,1,1,GB,3.2,2.8,3.2,2.7,3.7,3.7,O
3,23,2,1,1,1,RO,3.0,3.3,3.4,3.1,2.9,3.4,A
13,17,1,2,1,2,ZA,2.7,4.1,3.2,3.0,3.8,4.1,N
11,20,2,1,1,1,HK,2.7,3.8,3.0,2.4,2.2,3.8,N
13,23,1,2,1,2,ZA,3.7,2.9,3.2,3.5,3.7,3.7,E
11,38,2,2,1,2,CN,3.0,3.4,3.3,3.1,3.4,3.4,N
4,24,2,2,1,1,IN,3.1,3.2,3.5,3.0,4.0,4.0,O
3,21,2,1,1,1,LT,3.3,2.9,2.6,3.5,3.5,3.5,C
3,37,1,2,2,5,AU,2.6,3.5,3.2,2.9,2.4,3.5,N
4,18,2,1,1,1,IN,3.5,3.1,3.1,3.3,3.2,3.5,E
4,32,2,1,1,1,IN,3.2,4.0,3.2,3.5,4.0,4.0,N
3,31,2,2,1,1,US,3.4,3.2,3.2,3.1,3.2,3.4,E
13,23,1,2,1,1,BH,3.2,3.6,3.2,3.4,3.2,3.6,N
3,37,2,2,1,1,IT,1.0,1.0,1.0,1.0,1.0,1.0,E
13,21,2,1,1,5,ID,3.7,3.5,3.1,3.6,3.1,3.7,E
3,20,2,2,1,1,FR,2.8,4.2,2.5,3.8,3.1,4.2,N
0,17,2,1,1,2,US,2.7,4.3,3.1,3.5,3.0,4.3,N
3,17,1,3,2,1,US,2.8,3.4,3.3,2.9,3.4,3.4,N
11,43,2,0,1,1,PH,2.6,1.7,3.4,3.4,3.0,3.4,A
3,53,1,2,1,5,US,3.1,2.2,3.3,2.6,3.5,3.5,O
13,30,2,1,1,2,US,3.2,3.0,3.0,3.2,3.2,3.2,E
11,15,2,2,1,1,PH,3.0,4.6,2.7,3.6,3.2,4.6,N
4,20,1,2,1,1,IN,2.7,3.4,3.2,3.1,3.4,3.4,N
13,23,1,2,1,1,US,3.3,3.2,3.0,3.0,3.6,3.6,O
3,54,1,2,1,1,GB,3.0,3.1,3.4,2.4,4.0,4.0,O
3,21,1,2,1,2,AU,3.7,3.3,2.9,2.4,2.8,3.7,E
3,33,1,1,1,1,US,2.7,2.5,2.7,3.1,3.5,3.5,O
13,15,2,2,1,1,AE,2.4,2.6,3.4,2.3,2.3,3.4,A
11,1995,2,2,1,2,PH,2.5,3.7,3.8,3.1,3.9,3.9,O
3,34,1,2,2,1,GB,3.0,3.2,3.5,3.2,3.6,3.6,O
3,30,1,2,1,2,US,2.5,2.4,3.4,3.4,3.8,3.8,O
11,18,2,2,1,1,PH,3.2,3.0,3.2,3.2,3.7,3.7,O
3,56,1,2,1,5,US,3.0,2.3,3.2,3.0,3.3,3.3,O
3,18,1,2,1,1,GB,3.8,3.6,3.2,3.5,3.2,3.8,E
8,29,1,1,1,1,US,2.9,2.4,2.9,3.0,3.0,3.0,C
3,19,1,2,1,1,US,3.4,3.6,3.2,3.7,3.4,3.7,C
3,17,1,1,1,5,US,3.2,2.2,3.3,3.3,3.7,3.7,O
3,16,1,1,1,1,US,3.1,3.0,3.2,3.3,3.3,3.3,C
3,52,1,1,2,2,US,2.9,2.2,3.0,3.1,3.7,3.7,O
5,18,1,2,1,2,US,2.7,2.6,3.3,3.3,2.8,3.3,A
4,26,2,1,1,1,IN,3.2,2.6,3.1,2.6,3.1,3.2,E
5,21,1,2,1,1,US,2.9,3.2,3.0,3.8,3.4,3.8,C
3,28,1,1,1,1,US,3.0,3.0,3.2,3.7,3.5,3.7,C
4,30,2,2,1,1,IN,3.0,3.6,3.0,2.6,2.9,3.6,N
3,17,2,1,1,1,FI,2.6,2.1,3.5,2.9,3.5,3.5,A
1,16,1,1,1,2,US,2.7,3.4,2.6,3.4,3.9,3.9,O
4,23,2,2,1,1,IN,3.3,4.2,3.8,3.6,3.7,4.2,N
3,52,1,1,1,2,CA,3.3,2.7,3.0,3.4,3.8,3.8,O
3,57,1,1,1,1,US,2.8,2.8,3.1,2.7,2.9,3.1,A
5,26,2,1,1,1,SA,3.7,3.3,3.6,3.8,2.9,3.8,C
11,21,2,1,1,2,US,2.8,3.9,3.4,3.0,2.8,3.9,N
3,35,1,2,1,1,US,2.8,2.4,2.7,3.2,3.4,3.4,O
3,32,1,1,1,5,US,2.9,2.3,3.4,3.2,3.7,3.7,O
11,18,2,2,1,1,SG,3.0,2.4,2.8,3.1,3.4,3.4,O
11,18,1,2,1,1,US,3.4,3.4,3.4,3.7,2.5,3.7,C
3,21,1,2,1,1,US,2.8,3.6,2.6,3.0,2.8,3.6,N
3,19,2,2,1,1,RS,3.0,3.9,3.2,4.3,3.8,4.3,C
3,23,1,1,1,2,AU,2.2,3.2,2.4,2.5,3.1,3.2,N
3,47,1,2,1,1,US,3.1,2.6,3.1,2.6,3.5,3.5,O
3,24,2,2,1,1,US,3.2,3.4,3.5,3.0,3.5,3.5,A
5,21,2,2,1,2,US,3.0,1.9,2.9,3.4,3.1,3.4,C
3,15,1,1,2,1,US,3.4,2.8,3.2,3.6,3.9,3.9,O
3,56,1,2,1,1,GB,2.3,3.5,3.1,2.8,3.2,3.5,N
3,26,2,2,1,1,NO,3.2,3.5,3.0,2.6,3.3,3.5,N
3,32,2,2,1,5,PL,3.0,4.0,3.5,3.0,2.8,4.0,N
3,24,2,2,1,2,SE,3.2,2.8,2.9,3.2,3.6,3.6,O
12,20,1,2,1,2,GB,3.1,4.3,3.9,3.9,3.4,4.3,N
13,19,2,2,1,5,US,2.8,2.5,3.8,3.0,3.0,3.8,A
3,19,1,2,1,1,US,2.9,3.3,3.1,3.4,3.6,3.6,O
13,35,2,1,1,1,IN,3.3,4.1,3.7,3.1,3.1,4.1,N
3,54,1,1,2,2,US,3.3,1.9,2.5,3.7,3.7,3.7,C
3,20,2,1,1,1,IT,2.9,2.4,2.5,3.1,3.1,3.1,C
3,18,2,2,1,1,FR,2.2,3.5,2.7,3.0,3.3,3.5,N
1,14,1,2,1,2,US,2.9,4.0,3.1,3.7,2.5,4.0,N
3,18,1,1,2,1,US,3.6,4.0,3.6,3.3,3.5,4.0,N
4,20,2,2,1,1,IN,3.1,3.6,3.0,3.0,3.2,3.6,N
11,31,2,2,1,1,IN,2.7,4.3,3.4,3.0,2.8,4.3,N
1,16,2,2,2,1,SE,3.2,3.6,3.0,3.1,2.5,3.6,N
3,16,2,2,1,1,FR,2.6,3.9,2.6,2.5,2.5,3.9,N
3,24,1,1,2,2,US,3.3,3.9,2.9,3.3,3.0,3.9,N
3,42,1,1,2,1,US,2.9,1.7,2.8,3.4,3.6,3.6,O
13,55,1,1,1,1,US,3.0,2.0,3.4,3.3,3.1,3.4,A
1,18,2,3,1,1,MX,2.3,3.7,2.9,3.4,3.7,3.7,N
3,22,2,2,1,1,DE,3.0,3.7,2.9,2.9,3.4,3.7,N
3,19,2,2,1,1,ME,3.3,2.6,3.0,3.0,3.5,3.5,O
3,54,1,1,1,1,US,3.3,2.2,2.9,3.0,3.2,3.3,E
4,29,1,1,1,1,US,2.8,2.0,3.7,3.6,3.4,3.7,A
3,68,1,1,2,1,BZ,2.9,1.6,3.6,3.6,4.0,4.0,O
3,16,1,2,3,2,GB,3.3,4.0,3.2,3.6,4.2,4.2,O
4,16,2,2,1,1,IN,3.0,2.6,2.3,3.3,3.4,3.4,O
3,15,1,2,1,1,ES,3.0,2.4,2.6,2.5,2.2,3.0,E
13,20,1,2,1,2,US,3.0,2.4,3.2,3.2,3.4,3.4,O
3,36,2,2,1,1,PT,2.9,1.5,3.3,3.3,3.4,3.4,O
3,25,2,1,3,1,GB,3.0,2.4,2.2,3.0,3.5,3.5,O
0,56,1,2,1,1,US,3.0,4.1,2.8,3.0,3.0,4.1,N
3,41,1,2,2,2,AU,3.0,3.6,3.5,2.7,3.8,3.8,O
5,19,2,2,1,1,AE,3.1,2.5,3.6,2.7,2.5,3.6,A
3,38,1,1,1,1,GB,3.2,2.9,2.9,2.7,3.0,3.2,E
3,28,2,2,1,5,NO,3.1,2.1,3.5,2.2,3.4,3.5,A
3,19,1,2,1,1,US,3.1,2.9,2.7,3.2,3.8,3.8,O
3,18,1,1,1,1,CA,2.7,3.6,3.2,3.4,3.3,3.6,N
12,26,1,1,1,1,US,3.0,2.2,3.4,3.2,3.1,3.4,A
3,23,2,1,2,1,SI,3.0,3.7,2.5,3.0,2.7,3.7,N
4,18,1,2,1,1,US,3.0,4.0,3.2,3.5,3.5,4.0,N
3,20,2,2,1,5,CZ,3.0,3.3,3.0,3.0,2.9,3.3,N
3,28,2,1,1,1,DE,3.3,3.2,3.1,3.1,3.8,3.8,O
0,38,1,2,1,1,US,2.8,3.2,3.2,2.9,2.9,3.2,N
3,70,1,2,2,2,US,3.0,2.7,3.2,3.7,3.7,3.7,C
3,38,1,1,1,1,GB,2.9,3.2,3.0,3.3,3.7,3.7,O
3,16,1,2,1,1,US,3.2,3.5,3.0,3.6,3.5,3.6,C
13,38,1,2,3,2,AU,2.9,3.6,3.4,3.2,3.4,3.6,N
3,20,1,1,1,1,LT,3.2,2.1,3.3,3.6,3.9,3.9,O
3,24,1,1,1,2,US,3.0,3.4,3.2,2.8,2.9,3.4,N
3,18,1,1,1,1,US,3.3,3.1,3.3,3.2,3.6,3.6,O
9,18,1,2,1,1,US,2.9,3.0,3.4,2.9,2.9,3.4,A
3,39,2,2,1,1,CH,3.2,3.1,3.4,3.2,3.6,3.6,O
3,15,1,1,1,2,US,2.6,2.0,3.0,3.6,3.8,3.8,O
3,36,1,1,1,2,(nu,3.1,2.6,3.6,2.6,3.6,3.6,A
3,33,1,2,1,5,AU,3.0,3.1,3.4,2.9,3.7,3.7,O
3,23,2,2,1,5,CA,3.4,2.0,3.1,3.3,3.7,3.7,O
3,46,1,2,1,1,US,2.8,3.8,3.1,3.1,3.6,3.8,N
0,30,1,1,1,1,US,3.7,3.2,3.7,3.3,3.2,3.7,E
5,24,2,2,1,5,AU,3.2,1.6,3.6,3.0,3.3,3.6,A
3,19,1,2,1,2,US,3.0,2.4,3.1,2.8,3.4,3.4,O
1,34,2,1,1,2,US,3.2,3.5,2.6,3.7,3.4,3.7,C
3,27,1,1,1,1,US,3.3,2.5,3.2,3.4,3.6,3.6,O
3,50,1,2,1,1,US,2.8,3.6,3.6,3.2,3.5,3.6,N
3,76,1,1,1,1,US,3.1,3.3,2.8,3.1,2.9,3.3,N
3,59,1,2,1,1,US,3.1,3.1,3.4,2.4,3.6,3.6,O
3,24,2,2,1,5,US,2.9,2.1,2.9,3.1,2.8,3.1,C
3,37,1,1,1,1,AU,3.2,3.6,3.4,3.3,3.5,3.6,N
3,44,1,2,1,1,US,2.2,3.1,3.1,2.4,2.7,3.1,N
3,28,1,2,1,1,US,3.1,3.0,3.8,3.5,3.7,3.8,A
1,55,1,2,1,2,US,2.8,2.9,3.9,3.5,3.8,3.9,A
6,20,1,2,2,2,NZ,3.0,3.3,3.2,3.0,3.0,3.3,N
0,45,1,2,1,1,US,2.9,3.0,3.2,3.4,3.3,3.4,C
13,52,1,2,1,2,NZ,2.8,2.6,3.5,3.1,4.1,4.1,O
13,13,1,2,1,1,US,2.8,2.3,3.0,3.7,3.5,3.7,C
4,19,2,1,3,1,CA,3.2,1.6,2.6,2.6,3.2,3.2,E
5,16,1,2,1,1,CA,2.8,3.2,3.1,2.8,3.1,3.2,N
3,16,1,1,1,1,US,2.7,3.3,3.0,3.3,3.1,3.3,N
3,21,1,1,3,1,US,2.7,1.9,2.2,3.2,3.5,3.5,O
8,23,1,2,1,5,US,3.1,2.5,3.2,2.3,3.7,3.7,O
3,16,1,1,1,1,US,2.8,3.0,3.0,2.7,3.7,3.7,O
3,15,1,1,1,1,GB,3.3,3.4,2.7,3.7,3.4,3.7,C
1,22,1,1,1,1,US,3.3,4.2,3.8,3.3,3.7,4.2,N
13,20,1,1,2,3,US,3.2,2.1,3.1,3.0,3.7,3.7,O
3,18,1,2,1,1,US,2.8,2.8,4.0,3.2,3.3,4.0,A
4,25,2,1,1,1,LK,4.5,2.8,3.4,3.9,3.7,4.5,E
1,20,2,2,1,1,MY,2.8,4.1,3.5,2.7,3.3,4.1,N
11,18,2,2,1,1,PH,2.9,3.6,4.1,3.2,2.8,4.1,A
3,52,1,2,1,1,US,3.5,2.7,3.2,3.1,3.7,3.7,O
4,22,2,1,1,1,IN,3.3,3.9,3.0,2.9,3.1,3.9,N
3,63,1,2,1,1,US,2.6,2.7,2.8,3.1,3.7,3.7,O
3,19,1,2,1,1,US,3.0,4.1,3.3,2.5,3.5,4.1,N
3,23,1,3,1,1,CA,3.2,4.0,3.5,3.0,3.4,4.0,N
13,51,2,2,1,1,US,3.0,2.7,3.2,3.4,3.1,3.4,C
3,20,1,2,2,5,US,3.0,3.3,3.1,3.2,3.6,3.6,O
11,16,2,1,2,1,PH,3.7,3.6,3.7,3.6,3.8,3.8,O
8,17,2,2,2,1,AR,2.7,4.2,3.5,3.2,3.1,4.2,N
4,15,1,2,1,1,IN,4.1,3.8,3.4,3.1,3.1,4.1,E
13,50,1,2,1,1,AU,3.2,2.6,3.0,3.0,3.5,3.5,O
3,65,1,2,1,1,AU,2.8,2.7,3.5,3.2,3.8,3.8,O
11,28,2,2,1,1,US,3.2,2.2,3.4,3.1,3.7,3.7,O
1,54,2,1,1,1,US,3.0,1.5,3.3,2.3,3.9,3.9,O
5,29,2,2,1,2,EG,2.2,4.0,3.1,2.7,2.9,4.0,N
3,55,1,2,1,2,AU,3.0,2.6,3.3,3.1,3.7,3.7,O
5,28,2,1,1,1,ZA,3.0,3.5,3.1,3.3,3.5,3.5,N
3,17,1,1,2,1,US,2.6,3.6,3.1,3.2,3.4,3.6,N
11,24,2,2,1,2,TH,3.5,2.4,3.4,3.4,3.3,3.5,E
3,18,1,1,1,1,US,3.0,3.2,2.8,2.5,3.1,3.2,N
8,19,1,2,1,1,CA,3.2,3.3,3.5,2.9,3.4,3.5,A
1,20,1,2,1,1,US,2.1,3.7,3.6,3.1,3.6,3.7,N
13,23,2,2,1,1,IN,3.1,2.4,3.0,2.7,3.1,3.1,E
3,17,1,2,3,1,US,3.4,3.1,3.4,3.5,3.7,3.7,O
13,21,2,2,1,5,US,2.3,4.2,3.1,2.4,3.5,4.2,N
13,22,2,2,2,2,PK,3.4,4.2,3.1,3.2,3.2,4.2,N
11,1994,2,1,1,5,ID,2.4,4.0,3.3,3.0,3.5,4.0,N
9,20,2,2,1,2,ID,3.6,4.5,3.7,2.7,3.5,4.5,N
4,22,2,2,1,1,IN,2.9,2.7,3.7,2.6,3.7,3.7,A
13,15,1,1,1,1,PH,3.1,2.9,3.0,3.5,3.6,3.6,O
3,18,1,2,1,1,US,3.0,3.1,3.4,3.5,3.5,3.5,C
4,21,2,1,1,1,IN,3.3,2.3,3.1,3.3,3.0,3.3,E
3,17,2,2,1,1,FR,2.7,2.9,2.7,2.6,2.6,2.9,N
10,18,2,2,2,1,PH,3.2,2.9,3.0,2.9,3.3,3.3,O
11,14,2,2,1,5,PH,2.7,4.3,3.2,3.4,3.8,4.3,N
13,17,2,2,1,1,IN,3.0,3.1,3.5,3.2,3.3,3.5,A
3,16,1,2,1,1,NZ,2.8,3.6,3.3,3.5,3.5,3.6,N
4,21,2,2,1,2,IN,3.4,4.2,4.1,2.6,3.1,4.2,N
3,22,1,2,1,1,NZ,2.4,1.9,3.4,2.0,2.6,3.4,A
3,24,1,2,1,2,US,2.9,2.6,3.1,3.1,3.2,3.2,O
11,21,1,2,1,2,MY,3.5,2.4,2.9,2.8,2.9,3.5,E
4,14,2,2,1,1,AU,3.4,4.5,3.3,3.5,4.0,4.5,N
11,27,2,1,1,2,SG,3.5,3.3,3.3,3.4,3.4,3.5,E
4,19,2,2,1,1,IN,3.6,3.2,3.9,3.4,3.6,3.9,A
3,21,2,2,1,2,RO,3.2,2.7,3.1,3.1,3.3,3.3,O
3,19,2,2,1,2,HU,3.0,2.8,3.7,3.0,3.3,3.7,A
3,17,2,2,1,1,PL,2.8,3.4,3.1,2.9,3.5,3.5,O
1,51,1,2,1,1,US,2.8,2.6,2.8,3.0,4.2,4.2,O
13,21,2,1,1,2,PK,2.9,3.3,3.3,3.1,2.6,3.3,N
3,17,1,2,1,5,GB,3.1,3.6,3.2,3.2,3.3,3.6,N
3,34,1,1,1,5,CA,3.2,3.0,2.7,2.9,2.8,3.2,E
9,17,2,2,1,1,PH,2.1,2.7,3.6,3.4,3.6,3.6,A
4,36,2,1,1,1,PK,2.5,3.6,3.3,3.5,3.7,3.7,O
3,25,1,2,1,2,GB,3.1,2.9,2.9,2.8,3.5,3.5,O
3,18,2,2,1,1,RS,2.7,2.4,2.9,2.6,3.1,3.1,O
9,21,2,2,1,1,JP,3.5,4.1,3.5,2.8,3.0,4.1,N
13,38,1,2,1,2,SG,3.1,2.5,3.3,2.9,3.3,3.3,A
3,58,1,2,1,1,GB,3.0,2.9,3.4,2.9,3.7,3.7,O
3,17,1,1,1,4,SG,3.2,3.6,3.0,2.8,3.2,3.6,N
3,40,2,1,1,2,(nu,3.5,4.1,3.8,3.1,3.9,4.1,N
